Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2357,KUSINI UNGUJA,312,KATI,89,UZINI,JAKAYA MRISHO KIKWETE,CCM,M,12929,481,96.3
2357,KUSINI UNGUJA,312,KATI,89,UZINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,424,481,3.2
2357,KUSINI UNGUJA,312,KATI,89,UZINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,21,481,0.2
2357,KUSINI UNGUJA,312,KATI,89,UZINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,20,481,0.1
2357,KUSINI UNGUJA,312,KATI,89,UZINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,7,481,0.1
2357,KUSINI UNGUJA,312,KATI,89,UZINI,AUGUSTINE LYATONGA MREMA,TLP,M,7,481,0.1
2357,KUSINI UNGUJA,312,KATI,89,UZINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,5,481,0
2357,KUSINI UNGUJA,312,KATI,89,UZINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,4,481,0
2357,KUSINI UNGUJA,312,KATI,89,UZINI,PAUL HENRY KYARA,SAU,M,3,481,0
2357,KUSINI UNGUJA,312,KATI,89,UZINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,2,481,0
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,JAKAYA MRISHO KIKWETE,CCM,M,8472,221,91.1
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,735,221,7.9
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,FREEMAN AIKAELI MBOWE,CHADEMA,M,35,221,0.4
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,15,221,0.2
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,DR EMMANUEL JOHN MAKAIDI,NLD,M,12,221,0.1
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,PAUL HENRY KYARA,SAU,M,9,221,0.1
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,AUGUSTINE LYATONGA MREMA,TLP,M,6,221,0.1
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,5,221,0.1
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,5,221,0.1
2357,KUSINI UNGUJA,313,KUSINI,90,MAKUNDUCHI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,5,221,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,JAKAYA MRISHO KIKWETE,CCM,M,6858,130,89.7
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,712,130,9.3
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,32,130,0.4
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,FREEMAN AIKAELI MBOWE,CHADEMA,M,20,130,0.3
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,5,130,0.1
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,4,130,0.1
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,DR EMMANUEL JOHN MAKAIDI,NLD,M,4,130,0.1
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,4,130,0.1
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,PAUL HENRY KYARA,SAU,M,4,130,0.1
2357,KUSINI UNGUJA,313,KUSINI,91,MUYUNI,AUGUSTINE LYATONGA MREMA,TLP,M,4,130,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,JAKAYA MRISHO KIKWETE,CCM,M,12489,819,70.9
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,4707,819,26.7
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,271,819,1.5
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,AUGUSTINE LYATONGA MREMA,TLP,M,70,819,0.4
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,23,819,0.1
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,18,819,0.1
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,PAUL HENRY KYARA,SAU,M,16,819,0.1
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,13,819,0.1
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,9,819,0.1
2358,LINDI,314,MJI WA LINDI,92,LINDI MJINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,8,819,0
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,JAKAYA MRISHO KIKWETE,CCM,M,18081,1085,65.4
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,9144,1085,33.1
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,117,1085,0.4
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,87,1085,0.3
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,59,1085,0.2
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,42,1085,0.2
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,34,1085,0.1
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,AUGUSTINE LYATONGA MREMA,TLP,M,29,1085,0.1
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,26,1085,0.1
2358,LINDI,315,WILAYA YA KILWA,93,KILWA KASKAZINI,PAUL HENRY KYARA,SAU,M,21,1085,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,JAKAYA MRISHO KIKWETE,CCM,M,17072,657,57.6
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,12116,657,40.9
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,256,657,0.9
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,AUGUSTINE LYATONGA MREMA,TLP,M,67,657,0.2
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,35,657,0.1
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,26,657,0.1
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,22,657,0.1
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,22,657,0.1
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,PAUL HENRY KYARA,SAU,M,21,657,0.1
2358,LINDI,315,WILAYA YA KILWA,94,KILWA KUSINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,14,657,0
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,JAKAYA MRISHO KIKWETE,CCM,M,18195,1424,65.3
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,9113,1424,32.7
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,197,1424,0.7
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,102,1424,0.4
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,DR EMMANUEL JOHN MAKAIDI,NLD,M,68,1424,0.2
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,PAUL HENRY KYARA,SAU,M,44,1424,0.2
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,FREEMAN AIKAELI MBOWE,CHADEMA,M,38,1424,0.1
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,AUGUSTINE LYATONGA MREMA,TLP,M,38,1424,0.1
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,32,1424,0.1
2358,LINDI,316,WILAYA YA LINDI,95,MCHINGA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,25,1424,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,JAKAYA MRISHO KIKWETE,CCM,M,41853,4850,83.5
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,6947,4850,13.9
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,FREEMAN AIKAELI MBOWE,CHADEMA,M,403,4850,0.8
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,308,4850,0.6
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,DR EMMANUEL JOHN MAKAIDI,NLD,M,124,4850,0.2
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,108,4850,0.2
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,AUGUSTINE LYATONGA MREMA,TLP,M,103,4850,0.2
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,98,4850,0.2
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,PAUL HENRY KYARA,SAU,M,80,4850,0.2
2358,LINDI,316,WILAYA YA LINDI,96,MTAMA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,78,4850,0.2
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,JAKAYA MRISHO KIKWETE,CCM,M,17864,1180,60
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,11247,1180,37.8
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,FREEMAN AIKAELI MBOWE,CHADEMA,M,245,1180,0.8
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,182,1180,0.6
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,AUGUSTINE LYATONGA MREMA,TLP,M,52,1180,0.2
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,PROF LEONARD KANANGWE SHAYO,MAKINI,M,52,1180,0.2
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,35,1180,0.1
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,DR EMMANUEL JOHN MAKAIDI,NLD,M,33,1180,0.1
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,21,1180,0.1
2358,LINDI,317,WILAYA YA LIWALE,97,LIWALE,PAUL HENRY KYARA,SAU,M,18,1180,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,JAKAYA MRISHO KIKWETE,CCM,M,49439,3260,84
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,6002,3260,10.2
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,FREEMAN AIKAELI MBOWE,CHADEMA,M,2257,3260,3.8
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,AUGUSTINE LYATONGA MREMA,TLP,M,362,3260,0.6
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,224,3260,0.4
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,DR EMMANUEL JOHN MAKAIDI,NLD,M,143,3260,0.2
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,PAUL HENRY KYARA,SAU,M,124,3260,0.2
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,95,3260,0.2
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,93,3260,0.2
2358,LINDI,318,WILAYA YA NACHINGWEA,98,NACHINGWEA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,86,3260,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,JAKAYA MRISHO KIKWETE,CCM,M,40724,3192,81.3
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,7499,3192,15
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,FREEMAN AIKAELI MBOWE,CHADEMA,M,1057,3192,2.1
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,247,3192,0.5
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,AUGUSTINE LYATONGA MREMA,TLP,M,206,3192,0.4
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,DR EMMANUEL JOHN MAKAIDI,NLD,M,125,3192,0.2
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,70,3192,0.1
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,65,3192,0.1
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,PAUL HENRY KYARA,SAU,M,65,3192,0.1
2358,LINDI,319,WILAYA YA RUANGWA,99,RUANGWA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,61,3192,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,JAKAYA MRISHO KIKWETE,CCM,M,20223,844,86.5
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,2125,844,9.1
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,484,844,2.1
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,AUGUSTINE LYATONGA MREMA,TLP,M,428,844,1.8
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,26,844,0.1
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,20,844,0.1
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,20,844,0.1
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,18,844,0.1
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,15,844,0.1
2359,MANYARA,320,MJI WA BABATI,100,BABATI MJINI,PAUL HENRY KYARA,SAU,M,8,844,0
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,JAKAYA MRISHO KIKWETE,CCM,M,78088,3513,91.7
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,4651,3513,5.5
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,1130,3513,1.3
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,586,3513,0.7
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,AUGUSTINE LYATONGA MREMA,TLP,M,296,3513,0.3
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,96,3513,0.1
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,89,3513,0.1
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,78,3513,0.1
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,76,3513,0.1
2359,MANYARA,321,WILAYA YA BABATI,101,BABATI VIJIJINI,PAUL HENRY KYARA,SAU,M,61,3513,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,JAKAYA MRISHO KIKWETE,CCM,M,65018,2855,87.6
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,FREEMAN AIKAELI MBOWE,CHADEMA,M,7344,2855,9.9
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,1248,2855,1.7
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,229,2855,0.3
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,113,2855,0.2
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,AUGUSTINE LYATONGA MREMA,TLP,M,70,2855,0.1
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,DR EMMANUEL JOHN MAKAIDI,NLD,M,58,2855,0.1
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,56,2855,0.1
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,PAUL HENRY KYARA,SAU,M,44,2855,0.1
2359,MANYARA,322,WILAYA YA HANANG,102,HANANG,PROF LEONARD KANANGWE SHAYO,MAKINI,M,24,2855,0
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,JAKAYA MRISHO KIKWETE,CCM,M,45283,2164,83.3
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,FREEMAN AIKAELI MBOWE,CHADEMA,M,5160,2164,9.5
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,3524,2164,6.5
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,89,2164,0.2
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,AUGUSTINE LYATONGA MREMA,TLP,M,64,2164,0.1
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,DR EMMANUEL JOHN MAKAIDI,NLD,M,61,2164,0.1
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,58,2164,0.1
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,PAUL HENRY KYARA,SAU,M,52,2164,0.1
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,PROF LEONARD KANANGWE SHAYO,MAKINI,M,45,2164,0.1
2359,MANYARA,323,WILAYA YA KITETO,103,KITETO,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,42,2164,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,JAKAYA MRISHO KIKWETE,CCM,M,76098,4043,83.2
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,FREEMAN AIKAELI MBOWE,CHADEMA,M,14315,4043,15.7
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,389,4043,0.4
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,232,4043,0.3
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,DR EMMANUEL JOHN MAKAIDI,NLD,M,88,4043,0.1
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,PAUL HENRY KYARA,SAU,M,83,4043,0.1
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,78,4043,0.1
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,PROF LEONARD KANANGWE SHAYO,MAKINI,M,65,4043,0.1
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,AUGUSTINE LYATONGA MREMA,TLP,M,56,4043,0.1
2359,MANYARA,324,WILAYA YA MBULU,104,MBULU,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,51,4043,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,JAKAYA MRISHO KIKWETE,CCM,M,36362,1072,84.3
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,FREEMAN AIKAELI MBOWE,CHADEMA,M,6147,1072,14.2
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,390,1072,0.9
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,AUGUSTINE LYATONGA MREMA,TLP,M,72,1072,0.2
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,51,1072,0.1
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,PAUL HENRY KYARA,SAU,M,41,1072,0.1
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,DR EMMANUEL JOHN MAKAIDI,NLD,M,36,1072,0.1
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,24,1072,0.1
2359,MANYARA,325,WILAYA YA SIMANJIRO,105,SIMANJIRO,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,14,1072,0
