Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2369,SHINYANGA,381,WILAYA YA KAHAMA,200,MSALALA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,215,4581,0.3
2369,SHINYANGA,381,WILAYA YA KAHAMA,200,MSALALA,DR EMMANUEL JOHN MAKAIDI,NLD,M,201,4581,0.3
2369,SHINYANGA,381,WILAYA YA KAHAMA,200,MSALALA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,181,4581,0.3
2369,SHINYANGA,381,WILAYA YA KAHAMA,200,MSALALA,PAUL HENRY KYARA,SAU,M,145,4581,0.2
2369,SHINYANGA,381,WILAYA YA KAHAMA,200,MSALALA,AUGUSTINE LYATONGA MREMA,TLP,M,134,4581,0.2
2369,SHINYANGA,381,WILAYA YA KAHAMA,200,MSALALA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,118,4581,0.2
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,JAKAYA MRISHO KIKWETE,CCM,M,68943,2995,88.9
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,FREEMAN AIKAELI MBOWE,CHADEMA,M,4653,2995,6
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,3155,2995,4.1
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,252,2995,0.3
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,181,2995,0.2
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,DR EMMANUEL JOHN MAKAIDI,NLD,M,114,2995,0.1
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,PAUL HENRY KYARA,SAU,M,80,2995,0.1
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,77,2995,0.1
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,AUGUSTINE LYATONGA MREMA,TLP,M,62,2995,0.1
2369,SHINYANGA,382,WILAYA YA KISHAPU,201,KISHAPU,PROF LEONARD KANANGWE SHAYO,MAKINI,M,59,2995,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,JAKAYA MRISHO KIKWETE,CCM,M,70092,4108,71.3
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,23407,4108,23.8
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,FREEMAN AIKAELI MBOWE,CHADEMA,M,2532,4108,2.6
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,DR EMMANUEL JOHN MAKAIDI,NLD,M,495,4108,0.5
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,447,4108,0.5
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,330,4108,0.3
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,313,4108,0.3
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,AUGUSTINE LYATONGA MREMA,TLP,M,282,4108,0.3
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,PAUL HENRY KYARA,SAU,M,250,4108,0.3
2369,SHINYANGA,383,WILAYA YA MASWA,202,MASWA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,157,4108,0.2
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,JAKAYA MRISHO KIKWETE,CCM,M,21466,3599,54
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,FREEMAN AIKAELI MBOWE,CHADEMA,M,10661,3599,26.8
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,6462,3599,16.3
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,376,3599,0.9
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,174,3599,0.4
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,DR EMMANUEL JOHN MAKAIDI,NLD,M,165,3599,0.4
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,164,3599,0.4
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,PAUL HENRY KYARA,SAU,M,137,3599,0.3
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,AUGUSTINE LYATONGA MREMA,TLP,M,69,3599,0.2
2369,SHINYANGA,384,WILAYA YA MEATU,203,KISESA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,67,3599,0.2
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,JAKAYA MRISHO KIKWETE,CCM,M,26720,513,76.6
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,FREEMAN AIKAELI MBOWE,CHADEMA,M,5769,513,16.5
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,1625,513,4.7
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,256,513,0.7
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,163,513,0.5
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,DR EMMANUEL JOHN MAKAIDI,NLD,M,86,513,0.2
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,AUGUSTINE LYATONGA MREMA,TLP,M,82,513,0.2
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,77,513,0.2
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,PROF LEONARD KANANGWE SHAYO,MAKINI,M,65,513,0.2
2369,SHINYANGA,384,WILAYA YA MEATU,204,MEATU,PAUL HENRY KYARA,SAU,M,46,513,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,JAKAYA MRISHO KIKWETE,CCM,M,67224,5281,79.7
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,13599,5281,16.1
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,FREEMAN AIKAELI MBOWE,CHADEMA,M,1804,5281,2.1
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,624,5281,0.7
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,DR EMMANUEL JOHN MAKAIDI,NLD,M,273,5281,0.3
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,PAUL HENRY KYARA,SAU,M,219,5281,0.3
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,213,5281,0.3
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,177,5281,0.2
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,AUGUSTINE LYATONGA MREMA,TLP,M,137,5281,0.2
2369,SHINYANGA,385,WILAYA YA SHINYANGA,205,SOLWA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,122,5281,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,JAKAYA MRISHO KIKWETE,CCM,M,34648,1386,88.5
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,2459,1386,6.3
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,1745,1386,4.5
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,AUGUSTINE LYATONGA MREMA,TLP,M,113,1386,0.3
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,44,1386,0.1
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,41,1386,0.1
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,PAUL HENRY KYARA,SAU,M,28,1386,0.1
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,24,1386,0.1
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,20,1386,0.1
2370,SINGIDA,386,MANISPAA YA SINGIDA,206,SINGIDA MJINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,19,1386,0
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,JAKAYA MRISHO KIKWETE,CCM,M,58863,4270,89.9
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,FREEMAN AIKAELI MBOWE,CHADEMA,M,4204,4270,6.4
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,1511,4270,2.3
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,330,4270,0.5
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,DR EMMANUEL JOHN MAKAIDI,NLD,M,127,4270,0.2
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,108,4270,0.2
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,PAUL HENRY KYARA,SAU,M,99,4270,0.2
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,87,4270,0.1
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,AUGUSTINE LYATONGA MREMA,TLP,M,74,4270,0.1
2370,SINGIDA,387,WILAYA YA IRAMBA,207,IRAMBA MAGHARIBI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,70,4270,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,JAKAYA MRISHO KIKWETE,CCM,M,47295,1010,90.7
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,FREEMAN AIKAELI MBOWE,CHADEMA,M,2250,1010,4.3
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,1846,1010,3.5
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,205,1010,0.4
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,129,1010,0.2
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,AUGUSTINE LYATONGA MREMA,TLP,M,117,1010,0.2
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,DR EMMANUEL JOHN MAKAIDI,NLD,M,80,1010,0.2
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,PAUL HENRY KYARA,SAU,M,78,1010,0.1
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,75,1010,0.1
2370,SINGIDA,387,WILAYA YA IRAMBA,208,IRAMBA MASHARIKI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,70,1010,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,JAKAYA MRISHO KIKWETE,CCM,M,19971,1011,92.2
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,990,1011,4.6
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,FREEMAN AIKAELI MBOWE,CHADEMA,M,360,1011,1.7
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,90,1011,0.4
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,76,1011,0.4
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,AUGUSTINE LYATONGA MREMA,TLP,M,59,1011,0.3
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,38,1011,0.2
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,DR EMMANUEL JOHN MAKAIDI,NLD,M,35,1011,0.2
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,23,1011,0.1
2370,SINGIDA,388,WILAYA YA MANYONI,209,MANYONI MAGHARIBI,PAUL HENRY KYARA,SAU,M,13,1011,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,JAKAYA MRISHO KIKWETE,CCM,M,37693,3490,93.3
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,1085,3490,2.7
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,FREEMAN AIKAELI MBOWE,CHADEMA,M,1004,3490,2.5
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,AUGUSTINE LYATONGA MREMA,TLP,M,191,3490,0.5
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,178,3490,0.4
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,DR EMMANUEL JOHN MAKAIDI,NLD,M,88,3490,0.2
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,65,3490,0.2
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,50,3490,0.1
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,PAUL HENRY KYARA,SAU,M,36,3490,0.1
2370,SINGIDA,388,WILAYA YA MANYONI,210,MANYONI MASHARIKI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,30,3490,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,JAKAYA MRISHO KIKWETE,CCM,M,60511,3433,92.6
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,2080,3433,3.2
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,2070,3433,3.2
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,AUGUSTINE LYATONGA MREMA,TLP,M,176,3433,0.3
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,170,3433,0.3
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,89,3433,0.1
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,81,3433,0.1
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,70,3433,0.1
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,67,3433,0.1
2370,SINGIDA,389,WILAYA YA SINGIDA,211,SINGIDA KASKAZINI,PAUL HENRY KYARA,SAU,M,67,3433,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,JAKAYA MRISHO KIKWETE,CCM,M,60889,3909,90
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,4744,3909,7
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,1334,3909,2
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,193,3909,0.3
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,112,3909,0.2
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,85,3909,0.1
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,AUGUSTINE LYATONGA MREMA,TLP,M,85,3909,0.1
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,PAUL HENRY KYARA,SAU,M,81,3909,0.1
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,80,3909,0.1
2370,SINGIDA,389,WILAYA YA SINGIDA,212,SINGIDA KUSINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,76,3909,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,JAKAYA MRISHO KIKWETE,CCM,M,38817,1880,70.7
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,14460,1880,26.3
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,1211,1880,2.2
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,AUGUSTINE LYATONGA MREMA,TLP,M,144,1880,0.3
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,79,1880,0.1
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,68,1880,0.1
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,41,1880,0.1
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,41,1880,0.1
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,PAUL HENRY KYARA,SAU,M,40,1880,0.1
2371,TABORA,390,MANISPAA YA TABORA,213,TABORA MJINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,33,1880,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,JAKAYA MRISHO KIKWETE,CCM,M,76177,5003,83.9
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,11296,5003,12.4
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,FREEMAN AIKAELI MBOWE,CHADEMA,M,2210,5003,2.4
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,322,5003,0.4
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,201,5003,0.2
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,DR EMMANUEL JOHN MAKAIDI,NLD,M,169,5003,0.2
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,127,5003,0.1
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,PAUL HENRY KYARA,SAU,M,118,5003,0.1
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,94,5003,0.1
2371,TABORA,391,WILAYA YA IGUNGA,214,IGUNGA,AUGUSTINE LYATONGA MREMA,TLP,M,77,5003,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,JAKAYA MRISHO KIKWETE,CCM,M,37850,3168,79.1
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,8446,3168,17.7
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,FREEMAN AIKAELI MBOWE,CHADEMA,M,610,3168,1.3
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,295,3168,0.6
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,206,3168,0.4
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,124,3168,0.3
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,DR EMMANUEL JOHN MAKAIDI,NLD,M,104,3168,0.2
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,PAUL HENRY KYARA,SAU,M,84,3168,0.2
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,PROF LEONARD KANANGWE SHAYO,MAKINI,M,66,3168,0.1
2371,TABORA,392,WILAYA YA NZEGA,215,BUKENE,AUGUSTINE LYATONGA MREMA,TLP,M,64,3168,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,JAKAYA MRISHO KIKWETE,CCM,M,50603,5461,73.9
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,16114,5461,23.5
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,FREEMAN AIKAELI MBOWE,CHADEMA,M,1043,5461,1.5
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,247,5461,0.4
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,103,5461,0.2
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,DR EMMANUEL JOHN MAKAIDI,NLD,M,93,5461,0.1
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,AUGUSTINE LYATONGA MREMA,TLP,M,74,5461,0.1
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,66,5461,0.1
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,63,5461,0.1
2371,TABORA,392,WILAYA YA NZEGA,216,NZEGA,PAUL HENRY KYARA,SAU,M,55,5461,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,JAKAYA MRISHO KIKWETE,CCM,M,25763,403,73.6
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,8507,403,24.3
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,FREEMAN AIKAELI MBOWE,CHADEMA,M,314,403,0.9
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,135,403,0.4
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,76,403,0.2
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,DR EMMANUEL JOHN MAKAIDI,NLD,M,66,403,0.2
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,PAUL HENRY KYARA,SAU,M,48,403,0.1
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,AUGUSTINE LYATONGA MREMA,TLP,M,48,403,0.1
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,40,403,0.1
2371,TABORA,393,WILAYA YA SIKONGE,217,SIKONGE,PROF LEONARD KANANGWE SHAYO,MAKINI,M,28,403,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,JAKAYA MRISHO KIKWETE,CCM,M,18502,1942,71.9
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,6386,1942,24.8
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,FREEMAN AIKAELI MBOWE,CHADEMA,M,354,1942,1.4
