id,reg,dis,con,ward
706,SINGIDA,MANYONI,MANYONI MASHARIKI,CHIKOLA
707,SINGIDA,MANYONI,MANYONI MAGHARIBI,ITIGI
708,SINGIDA,SINGIDA RURAL,SINGIDA MASHARIKI,ISSUNA
709,SINGIDA,SINGIDA RURAL,SINGIDA MAGHARIBI,PUMA
710,SINGIDA,SINGIDA RURAL,SINGIDA MAGHARIBI,IHANJA
711,SINGIDA,SINGIDA RURAL,SINGIDA KASKAZINI,LKHANODA
712,SINGIDA,SINGIDA RURAL,SINGIDA MAGHARIBI,MINYUGHE
713,SINGIDA,SINGIDA RURAL,SINGIDA KASKAZINI,KINYETO
714,SINGIDA,SINGIDA URBAN,SINGIDA MJINI,IPEMBE
715,SINGIDA,SINGIDA URBAN,SINGIDA MJINI,KINDAI
716,SINGIDA,SINGIDA URBAN,SINGIDA MJINI,MANDEWA
717,TABORA,IGUNGA,IGUNGA,ISAKAMALIWA
718,TABORA,IGUNGA,IGUNGA,MWAMASHIGA
719,TABORA,IGUNGA,IGUNGA,KINING'INILA
720,TABORA,IGUNGA,IGUNGA,CHABUTWA
721,TABORA,IGUNGA,IGUNGA,SUNGWIZI
722,TABORA,IGUNGA,IGUNGA,MWASHIKU
723,TABORA,IGUNGA,IGUNGA,BUKOKO
724,TABORA,IGUNGA,IGUNGA,MWAMASHIMBA
725,TABORA,IGUNGA,IGUNGA,MBUTU
726,TABORA,IGUNGA,IGUNGA,NKINGA
727,TABORA,IGUNGA,IGUNGA,NDEMBEZI
728,TABORA,IGUNGA,IGUNGA,KINUNGU
729,TABORA,NZEGA,NZEGA,NZAGA MJINI
730,TABORA,NZEGA,NZEGA,MUHUGI
731,TABORA,NZEGA,BUKENE,MWANGOYE
732,TABORA,NZEGA,NZEGA,ITILO
733,TABORA,NZEGA,NZEGA,UTWIGU
734,TABORA,NZEGA,NZEGA,TONGI
735,TABORA,NZEGA,NZEGA,MIGUWA
736,TABORA,NZEGA,BUKENE,MWARNALA
737,TABORA,NZEGA,BUKENE,SEMEMBELA
738,TABORA,NZEGA,BUKENE,IKINDWA
739,TABORA,SIKONGE,SIKONGE,SIKONGE
740,TABORA,SIKONGE,SIKONGE,KIPILI
741,TABORA,SIKONGE,SIKONGE,LGIGWA
742,TABORA,SIKONGE,SIKONGE,KIPANGA
743,TABORA,SIKONGE,SIKONGE,KILOLI
744,TABORA,SIKONGE,SIKONGE,PANGALE
745,TABORA,SIKONGE,SIKONGE,TUTUO
746,TABORA,TABORA URBAN,TABORA MJINI,NG'AMBO
747,TABORA,TABORA URBAN,TABORA MJINI,NDEVELWA
748,TABORA,TABORA URBAN,TABORA MJINI,CHEMCHEM
749,TABORA,TABORA URBAN,TABORA MJINI,KANYENYE
750,TABORA,TABORA URBAN,TABORA MJINI,ISEVYA
751,TABORA,TABORA URBAN,TABORA MJINI,KALUNDE
752,TABORA,TABORA URBAN,TABORA MJINI,MISHA
753,TABORA,URAMBO,NZEGA,MILAMBO
754,TABORA,URAMBO,NA,KANINDO
755,TABORA,URAMBO,URAMBO MASHARIKI,KAPILULA
756,TABORA,URAMBO,URAMBO MAGHARIBI,MWONGOZO
757,TABORA,URAMBO,URAMBO MAGHARIBI,USINGE
758,TABORA,URAMBO,URAMBO MASHARIKI,LMALAMAKOYE
759,TABORA,URAMBO,URAMBO MASHARIKI,LTUNDU
760,TABORA,URAMBO,URAMBO MASHARIKI,UYUMBU
761,TABORA,URAMBO,URAMBO MAGHARIBI,IGAGALA
762,TABORA,URAMBO,URAMBO MAGHARIBI,UKUMBISONGA
763,TABORA,URAMBO,URAMBO MASHARIKI,UKONDAMOYO
764,TABORA,UYUI,IGALULA,LUTENDE
765,TABORA,UYUI,TABORA KASKAZINI,SHITAGE
766,TABORA,UYUI,TABORA KASKAZINI,MAGIRI
767,TABORA,UYUI,IGALULA,LOYA
768,TABORA,UYUI,IGALULA,KIZENGI
769,TABORA,UYUI,TABORA KASKAZINI,NDONO
770,TANGA,HANDENI,HANDENI,MAZINGARA
771,TANGA,HANDENI,HANDENI,KOMKONGA
772,TANGA,HANDENI,HANDENI,CHANIKA
773,TANGA,HANDENI,HANDENI,KANG'ATA
774,TANGA,HANDENI,HANDENI,MKATA
775,TANGA,HANDENI,HANDENI,MISIMA
776,TANGA,KILINDI,KILINDI,KWEDIBOMA
777,TANGA,KILINDI,KILINDI,KILINDI
778,TANGA,KOROGWE,KOROGWE VIJIJINI,MASHEWA
779,TANGA,KOROGWE,KOROGWE VIJIJINI,KERENGE
780,TANGA,KOROGWE,KOROGWE MJINI,KOROGWE
781,TANGA,KOROGWE,KOROGWE VIJIJINI,MAGOMA
782,TANGA,KOROGWE,KOROGWE VIJIJINI,BUNGU
783,TANGA,LUSHOTO,LUSHOTO,LUSHOTO
784,TANGA,LUSHOTO,LUSHOTO,KWAI
785,TANGA,LUSHOTO,MLALO,MNAZI
786,TANGA,LUSHOTO,LUSHOTO,BUMBULI
787,TANGA,MUHEZA,MUHEZA,MISALAI
788,TANGA,MUHEZA,MUHEZA,BWEMBWERA
789,TANGA,MUHEZA,MUHEZA,PANDE
790,TANGA,MUHEZA,MUHEZA,TINGENI
791,TANGA,MUHEZA,MUHEZA,MKUZI
792,TANGA,MUHEZA,MUHEZA,LUSANGA
793,TANGA,MUHEZA,MKINGA,MWAKIJEMBE
794,TANGA,PANGANI,PANGANI,BWENI
795,TANGA,PANGANI,PANGANI,TUNGAMAA
796,TANGA,PANGANI,PANGANI,MKWAJA
797,TANGA,PANGANI,PANGANI,KIPUMBWI
798,TANGA,PANGANI,PANGANI,BUSHIRI
799,TANGA,TANGA,TANGA MJINI,CHONGOLEANI
800,TANGA,TANGA,TANGA MJINI,MABOKWENI
801,TANGA,TANGA,TANGA MJINI,MSAMBWENI
802,TANGA,TANGA,TANGA MJINI,MZIZIMA
803,TANGA,TANGA,TANGA MJINI,MWANZANGE
804,TANGA,TANGA,TANGA MJINI,MAJENGO
805,TANGA,TANGA,TANGA MJINI,MAKORORA
806,TANGA,TANGA,TANGA MJINI,MAWENI
807,TANGA,TANGA,TANGA MJINI,TONGONI
808,TANGA,TANGA,TANGA MJINI,MABAWA
809,NA,NA,NA,NA
